,Sentiment
94114,Negative
94115,Negative
94116,Negative
94117,Negative
94118,Negative
94119,Neutral
94120,Negative
94121,Neutral
94122,Neutral
94123,Negative
94124,Positive
94125,Negative
94126,Negative
94127,Neutral
94128,Positive
94129,Negative
94130,Neutral
94131,Negative
94132,Positive
94133,Neutral
94134,Neutral
94135,Negative
94136,Negative
94137,Negative
94138,Positive
94139,Positive
94140,Neutral
94141,Positive
94142,Positive
94143,Negative
94144,Negative
94145,Neutral
94146,Neutral
94147,Positive
94148,Positive
94149,Negative
94150,Negative
94151,Neutral
94152,Positive
94153,Positive
94154,Neutral
94155,Positive
94156,Negative
94157,Negative
94158,Positive
94159,Positive
94160,Neutral
94161,Positive
94162,Negative
94163,Positive
94164,Positive
94165,Neutral
94166,Negative
94167,Positive
94168,Neutral
94169,Positive
94170,Positive
94171,Negative
94172,Positive
94173,Positive
94174,Positive
94175,Positive
94176,Negative
94177,Negative
94178,Negative
94179,Negative
94180,Positive
94181,Neutral
94182,Negative
94183,Neutral
94184,Neutral
94185,Neutral
94186,Neutral
94187,Negative
94188,Neutral
94189,Neutral
94190,Neutral
94191,Neutral
94192,Negative
94193,Negative
94194,Negative
94195,Negative
94196,Neutral
94197,Negative
94198,Negative
94199,Negative
94200,Negative
94201,Neutral
94202,Negative
94203,Negative
94204,Negative
94205,Negative
94206,Neutral
94207,Neutral
94208,Negative
94209,Neutral
94210,Negative
94211,Negative
94212,Negative
94213,Neutral
94214,Positive
94215,Neutral
94216,Neutral
94217,Negative
94218,Neutral
94219,Neutral
94220,Neutral
94221,Positive
94222,Negative
94223,Positive
94224,Neutral
94225,Positive
94226,Neutral
94227,Negative
94228,Positive
94229,Positive
94230,Neutral
94231,Negative
94232,Negative
94233,Neutral
94234,Positive
94235,Positive
94236,Negative
94237,Negative
94238,Neutral
94239,Positive
94240,Negative
94241,Neutral
94242,Neutral
94243,Positive
94244,Neutral
94245,Neutral
94246,Positive
94247,Positive
94248,Negative
94249,Positive
94250,Neutral
94251,Positive
94252,Positive
94253,Neutral
94254,Neutral
94255,Positive
94256,Positive
94257,Positive
94258,Negative
94259,Neutral
94260,Positive
94261,Neutral
94262,Negative
94263,Neutral
94264,Negative
94265,Negative
94266,Neutral
94267,Neutral
94268,Negative
94269,Negative
94270,Positive
94271,Negative
94272,Negative
94273,Positive
94274,Negative
94275,Positive
94276,Neutral
94277,Negative
94278,Neutral
94279,Positive
94280,Neutral
94281,Negative
94282,Neutral
94283,Negative
94284,Neutral
94285,Negative
94286,Positive
94287,Neutral
94288,Negative
94289,Neutral
94290,Neutral
94291,Neutral
94292,Neutral
94293,Neutral
94294,Neutral
94295,Negative
94296,Positive
94297,Neutral
94298,Negative
94299,Positive
94300,Negative
94301,Neutral
94302,Positive
94303,Neutral
94304,Positive
94305,Negative
94306,Negative
94307,Neutral
94308,Positive
94309,Negative
94310,Neutral
94311,Negative
94312,Neutral
94313,Neutral
94314,Negative
94315,Negative
94316,Negative
94317,Negative
94318,Positive
94319,Positive
94320,Neutral
94321,Positive
94322,Neutral
94323,Negative
94324,Neutral
94325,Neutral
94326,Negative
94327,Negative
94328,Neutral
94329,Negative
94330,Positive
94331,Neutral
94332,Positive
94333,Positive
94334,Neutral
94335,Negative
94336,Negative
94337,Positive
94338,Negative
94339,Negative
94340,Neutral
94341,Positive
94342,Positive
94343,Negative
94344,Neutral
94345,Negative
94346,Neutral
94347,Negative
94348,Negative
94349,Positive
94350,Neutral
94351,Neutral
94352,Negative
94353,Neutral
94354,Positive
94355,Positive
94356,Neutral
94357,Positive
94358,Negative
94359,Neutral
94360,Neutral
94361,Neutral
94362,Negative
94363,Negative
94364,Positive
94365,Neutral
94366,Positive
94367,Positive
94368,Positive
94369,Negative
94370,Negative
94371,Positive
94372,Positive
94373,Negative
94374,Positive
94375,Positive
94376,Negative
94377,Neutral
94378,Negative
94379,Negative
94380,Negative
94381,Positive
94382,Neutral
94383,Negative
94384,Negative
94385,Neutral
94386,Negative
94387,Negative
94388,Neutral
94389,Negative
94390,Negative
94391,Neutral
94392,Negative
94393,Neutral
94394,Positive
94395,Neutral
94396,Negative
94397,Neutral
94398,Neutral
94399,Neutral
94400,Negative
94401,Neutral
94402,Positive
94403,Negative
94404,Positive
94405,Positive
94406,Neutral
94407,Negative
94408,Negative
94409,Negative
94410,Positive
94411,Negative
94412,Negative
94413,Neutral
94414,Positive
94415,Negative
94416,Neutral
94417,Neutral
94418,Negative
94419,Negative
94420,Negative
94421,Positive
94422,Positive
94423,Neutral
94424,Negative
94425,Negative
94426,Positive
94427,Negative
94428,Neutral
94429,Neutral
94430,Negative
94431,Positive
94432,Positive
94433,Positive
94434,Negative
94435,Positive
94436,Negative
94437,Negative
94438,Positive
94439,Negative
94440,Positive
94441,Positive
94442,Positive
94443,Negative
94444,Neutral
94445,Positive
94446,Negative
94447,Positive
94448,Positive
94449,Negative
94450,Positive
94451,Negative
94452,Positive
94453,Neutral
94454,Positive
94455,Neutral
94456,Negative
94457,Neutral
94458,Neutral
94459,Negative
94460,Negative
94461,Positive
94462,Negative
94463,Neutral
94464,Neutral
94465,Negative
94466,Neutral
94467,Positive
94468,Positive
94469,Neutral
94470,Positive
94471,Neutral
94472,Negative
94473,Neutral
94474,Negative
94475,Negative
94476,Positive
94477,Neutral
94478,Negative
94479,Neutral
94480,Neutral
94481,Negative
94482,Positive
94483,Positive
94484,Positive
94485,Positive
94486,Neutral
94487,Positive
94488,Neutral
94489,Positive
94490,Neutral
94491,Neutral
94492,Positive
94493,Positive
94494,Positive
94495,Positive
94496,Negative
94497,Negative
94498,Positive
94499,Positive
94500,Neutral
94501,Positive
94502,Neutral
94503,Negative
94504,Neutral
94505,Neutral
94506,Positive
94507,Negative
94508,Positive
94509,Neutral
94510,Neutral
94511,Negative
94512,Negative
94513,Negative
94514,Positive
94515,Negative
94516,Negative
94517,Neutral
94518,Neutral
94519,Negative
94520,Negative
94521,Positive
94522,Positive
94523,Neutral
94524,Positive
94525,Negative
94526,Positive
94527,Neutral
94528,Neutral
94529,Negative
94530,Negative
94531,Positive
94532,Neutral
94533,Positive
94534,Neutral
94535,Neutral
94536,Negative
94537,Positive
94538,Negative
94539,Positive
94540,Positive
94541,Positive
94542,Neutral
94543,Neutral
94544,Neutral
94545,Negative
94546,Positive
94547,Neutral
94548,Neutral
94549,Negative
94550,Neutral
94551,Positive
94552,Negative
94553,Negative
94554,Neutral
94555,Neutral
94556,Positive
94557,Neutral
94558,Negative
94559,Positive
94560,Neutral
94561,Negative
94562,Positive
94563,Positive
94564,Neutral
94565,Negative
94566,Positive
94567,Negative
94568,Negative
94569,Positive
94570,Negative
94571,Neutral
94572,Neutral
94573,Neutral
94574,Negative
94575,Neutral
94576,Neutral
94577,Positive
94578,Positive
94579,Positive
94580,Neutral
94581,Negative
94582,Neutral
94583,Negative
94584,Negative
94585,Neutral
94586,Negative
94587,Positive
94588,Neutral
94589,Negative
94590,Neutral
94591,Positive
94592,Positive
94593,Positive
94594,Positive
94595,Positive
94596,Negative
94597,Negative
94598,Negative
94599,Positive
94600,Negative
94601,Neutral
94602,Neutral
94603,Positive
94604,Negative
94605,Neutral
94606,Negative
94607,Negative
94608,Positive
94609,Positive
94610,Negative
94611,Positive
94612,Neutral
94613,Positive
94614,Positive
94615,Positive
94616,Negative
94617,Positive
94618,Positive
94619,Neutral
94620,Negative
94621,Neutral
94622,Positive
94623,Negative
94624,Neutral
94625,Positive
94626,Negative
94627,Neutral
94628,Neutral
94629,Neutral
94630,Positive
94631,Positive
94632,Neutral
94633,Positive
94634,Negative
94635,Neutral
94636,Negative
94637,Neutral
94638,Positive
94639,Positive
94640,Neutral
94641,Neutral
94642,Positive
94643,Neutral
94644,Neutral
94645,Positive
94646,Negative
94647,Neutral
94648,Negative
94649,Neutral
94650,Positive
94651,Neutral
94652,Positive
94653,Neutral
94654,Neutral
94655,Positive
94656,Neutral
94657,Neutral
94658,Negative
94659,Positive
94660,Neutral
94661,Negative
94662,Negative
94663,Positive
94664,Positive
94665,Negative
94666,Negative
94667,Negative
94668,Negative
94669,Neutral
94670,Positive
94671,Positive
94672,Neutral
94673,Negative
94674,Neutral
94675,Negative
94676,Negative
94677,Neutral
94678,Neutral
94679,Negative
94680,Negative
94681,Positive
94682,Positive
94683,Neutral
94684,Neutral
94685,Negative
94686,Neutral
94687,Positive
94688,Negative
94689,Negative
94690,Negative
94691,Neutral
94692,Negative
94693,Positive
94694,Neutral
94695,Positive
94696,Neutral
94697,Neutral
94698,Positive
94699,Positive
94700,Neutral
94701,Negative
94702,Positive
94703,Neutral
94704,Neutral
94705,Neutral
94706,Positive
94707,Positive
94708,Negative
94709,Neutral
94710,Positive
94711,Neutral
94712,Positive
94713,Positive
94714,Neutral
94715,Negative
94716,Positive
94717,Positive
94718,Neutral
94719,Positive
94720,Neutral
94721,Neutral
94722,Negative
94723,Negative
94724,Neutral
94725,Neutral
94726,Neutral
94727,Neutral
94728,Positive
94729,Negative
94730,Negative
94731,Neutral
94732,Neutral
94733,Negative
94734,Neutral
94735,Neutral
94736,Neutral
94737,Negative
94738,Negative
94739,Negative
94740,Positive
94741,Positive
94742,Negative
94743,Negative
94744,Neutral
94745,Positive
94746,Neutral
94747,Positive
94748,Negative
94749,Negative
94750,Negative
94751,Neutral
94752,Negative
94753,Positive
94754,Positive
94755,Neutral
94756,Negative
94757,Negative
94758,Neutral
94759,Positive
94760,Negative
94761,Negative
94762,Negative
94763,Negative
94764,Positive
94765,Neutral
94766,Negative
94767,Negative
94768,Negative
94769,Positive
94770,Positive
94771,Negative
94772,Negative
94773,Positive
94774,Negative
94775,Negative
94776,Negative
94777,Neutral
94778,Neutral
94779,Neutral
94780,Neutral
94781,Negative
94782,Neutral
94783,Negative
94784,Positive
94785,Neutral
94786,Neutral
94787,Negative
94788,Negative
94789,Negative
94790,Positive
94791,Neutral
94792,Neutral
94793,Neutral
94794,Negative
94795,Positive
94796,Negative
94797,Negative
94798,Negative
94799,Neutral
94800,Neutral
94801,Neutral
94802,Negative
94803,Positive
94804,Negative
94805,Positive
94806,Neutral
94807,Positive
94808,Neutral
94809,Neutral
94810,Positive
94811,Negative
94812,Negative
94813,Neutral
94814,Positive
94815,Positive
94816,Negative
94817,Positive
94818,Negative
94819,Positive
94820,Neutral
94821,Negative
94822,Neutral
94823,Neutral
94824,Neutral
94825,Neutral
94826,Negative
94827,Neutral
94828,Neutral
94829,Positive
94830,Neutral
94831,Neutral
94832,Neutral
94833,Negative
94834,Neutral
94835,Neutral
94836,Positive
94837,Positive
94838,Negative
94839,Positive
94840,Positive
94841,Positive
94842,Positive
94843,Positive
94844,Negative
94845,Neutral
94846,Neutral
94847,Negative
94848,Positive
94849,Positive
94850,Neutral
94851,Negative
94852,Neutral
94853,Neutral
94854,Negative
94855,Positive
94856,Neutral
94857,Negative
94858,Neutral
94859,Positive
94860,Positive
94861,Neutral
94862,Positive
94863,Negative
94864,Neutral
94865,Neutral
94866,Neutral
94867,Positive
94868,Positive
94869,Positive
94870,Negative
94871,Negative
94872,Negative
94873,Neutral
94874,Neutral
94875,Neutral
94876,Negative
94877,Negative
94878,Neutral
94879,Negative
94880,Neutral
94881,Neutral
94882,Negative
94883,Positive
94884,Positive
94885,Negative
94886,Neutral
94887,Positive
94888,Negative
94889,Neutral
94890,Negative
94891,Neutral
94892,Negative
94893,Negative
94894,Neutral
94895,Negative
94896,Negative
94897,Negative
94898,Neutral
94899,Negative
94900,Negative
94901,Positive
94902,Positive
94903,Positive
94904,Negative
94905,Negative
94906,Negative
94907,Negative
94908,Positive
94909,Negative
94910,Positive
94911,Negative
94912,Negative
94913,Negative
94914,Negative
94915,Negative
94916,Positive
94917,Positive
94918,Negative
94919,Negative
94920,Neutral
94921,Neutral
94922,Positive
94923,Negative
94924,Neutral
94925,Neutral
94926,Neutral
94927,Neutral
94928,Positive
94929,Negative
94930,Neutral
94931,Positive
94932,Neutral
94933,Negative
94934,Neutral
94935,Positive
94936,Neutral
94937,Positive
94938,Negative
94939,Neutral
94940,Positive
94941,Positive
94942,Negative
94943,Positive
94944,Neutral
94945,Neutral
94946,Positive
94947,Positive
94948,Negative
94949,Positive
94950,Negative
94951,Negative
94952,Negative
94953,Neutral
94954,Neutral
94955,Positive
94956,Neutral
94957,Positive
94958,Positive
94959,Positive
94960,Positive
94961,Positive
94962,Negative
94963,Neutral
94964,Neutral
94965,Neutral
94966,Negative
94967,Negative
94968,Negative
94969,Positive
94970,Positive
94971,Negative
94972,Negative
94973,Positive
94974,Positive
94975,Positive
94976,Neutral
94977,Negative
94978,Neutral
94979,Neutral
94980,Negative
94981,Negative
94982,Positive
94983,Negative
94984,Positive
94985,Positive
94986,Positive
94987,Negative
94988,Negative
94989,Negative
94990,Neutral
94991,Positive
94992,Neutral
94993,Negative
94994,Neutral
94995,Positive
94996,Neutral
94997,Positive
94998,Positive
94999,Negative
95000,Positive
95001,Negative
95002,Negative
95003,Negative
95004,Negative
95005,Positive
95006,Negative
95007,Neutral
95008,Negative
95009,Positive
95010,Neutral
95011,Negative
95012,Negative
95013,Positive
95014,Positive
95015,Negative
95016,Positive
95017,Positive
95018,Neutral
95019,Negative
95020,Negative
95021,Negative
95022,Negative
95023,Positive
95024,Positive
95025,Negative
95026,Neutral
95027,Positive
95028,Neutral
95029,Negative
95030,Positive
95031,Neutral
95032,Neutral
95033,Negative
95034,Neutral
95035,Negative
95036,Negative
95037,Positive
95038,Negative
95039,Neutral
95040,Neutral
95041,Neutral
95042,Negative
95043,Neutral
95044,Positive
95045,Neutral
95046,Neutral
95047,Positive
95048,Positive
95049,Negative
95050,Positive
95051,Neutral
95052,Negative
95053,Neutral
95054,Positive
95055,Positive
95056,Neutral
95057,Positive
95058,Negative
95059,Positive
95060,Positive
95061,Positive
95062,Negative
95063,Neutral
95064,Neutral
95065,Neutral
95066,Positive
95067,Neutral
95068,Negative
95069,Negative
95070,Neutral
95071,Positive
95072,Positive
95073,Positive
95074,Positive
95075,Negative
95076,Neutral
95077,Neutral
95078,Negative
95079,Positive
95080,Negative
95081,Negative
95082,Positive
95083,Neutral
95084,Negative
95085,Negative
95086,Positive
95087,Neutral
95088,Positive
95089,Positive
95090,Neutral
95091,Negative
95092,Negative
95093,Positive
95094,Positive
95095,Neutral
95096,Negative
95097,Negative
95098,Positive
95099,Neutral
95100,Positive
95101,Negative
95102,Negative
95103,Negative
95104,Negative
95105,Neutral
95106,Negative
95107,Negative
95108,Negative
95109,Negative
95110,Neutral
95111,Positive
95112,Neutral
95113,Positive
95114,Negative
95115,Positive
95116,Neutral
95117,Positive
95118,Negative
95119,Positive
95120,Neutral
95121,Negative
95122,Positive
95123,Negative
95124,Neutral
95125,Neutral
95126,Positive
95127,Positive
95128,Negative
95129,Negative
95130,Positive
95131,Positive
95132,Neutral
95133,Neutral
95134,Neutral
95135,Negative
95136,Positive
95137,Neutral
95138,Positive
95139,Negative
95140,Negative
95141,Positive
95142,Negative
95143,Positive
95144,Negative
95145,Negative
95146,Positive
95147,Neutral
95148,Neutral
95149,Neutral
95150,Neutral
95151,Neutral
95152,Neutral
95153,Negative
95154,Neutral
95155,Negative
95156,Negative
95157,Positive
95158,Positive
95159,Negative
95160,Neutral
95161,Negative
95162,Neutral
95163,Neutral
95164,Neutral
95165,Negative
95166,Neutral
95167,Positive
95168,Negative
95169,Neutral
95170,Positive
95171,Negative
95172,Negative
95173,Negative
95174,Negative
95175,Positive
95176,Neutral
95177,Neutral
95178,Negative
95179,Negative
95180,Positive
95181,Negative
95182,Positive
95183,Positive
95184,Neutral
95185,Positive
95186,Neutral
95187,Positive
95188,Positive
95189,Positive
95190,Negative
95191,Negative
95192,Negative
95193,Negative
95194,Negative
95195,Neutral
95196,Positive
95197,Neutral
95198,Neutral
95199,Neutral
95200,Positive
95201,Neutral
95202,Neutral
95203,Positive
95204,Positive
95205,Neutral
95206,Positive
95207,Positive
95208,Negative
95209,Negative
95210,Negative
95211,Negative
95212,Positive
95213,Positive
95214,Positive
95215,Positive
95216,Neutral
95217,Positive
95218,Negative
95219,Neutral
95220,Negative
95221,Negative
95222,Neutral
95223,Negative
95224,Positive
95225,Negative
95226,Positive
95227,Negative
95228,Positive
95229,Neutral
95230,Neutral
95231,Positive
95232,Negative
95233,Negative
95234,Positive
95235,Negative
95236,Positive
95237,Positive
95238,Positive
95239,Neutral
95240,Neutral
95241,Negative
95242,Negative
95243,Neutral
95244,Neutral
95245,Negative
95246,Neutral
95247,Neutral
95248,Neutral
95249,Neutral
95250,Negative
95251,Positive
95252,Neutral
95253,Neutral
95254,Negative
95255,Negative
95256,Positive
95257,Positive
95258,Negative
95259,Neutral
95260,Neutral
95261,Negative
95262,Positive
95263,Positive
95264,Negative
95265,Negative
95266,Negative
95267,Positive
95268,Neutral
95269,Negative
95270,Neutral
95271,Positive
95272,Neutral
95273,Positive
95274,Neutral
95275,Negative
95276,Positive
95277,Positive
95278,Positive
95279,Negative
95280,Negative
95281,Neutral
95282,Negative
95283,Positive
95284,Positive
95285,Positive
95286,Neutral
95287,Negative
95288,Positive
95289,Neutral
95290,Neutral
95291,Positive
95292,Neutral
95293,Neutral
95294,Negative
95295,Negative
95296,Neutral
95297,Positive
95298,Negative
95299,Positive
95300,Neutral
95301,Positive
95302,Negative
95303,Negative
95304,Negative
95305,Negative
95306,Positive
95307,Neutral
95308,Neutral
95309,Negative
95310,Negative
95311,Positive
95312,Negative
95313,Positive
95314,Neutral
95315,Negative
95316,Negative
95317,Negative
95318,Positive
95319,Positive
95320,Positive
95321,Positive
95322,Neutral
95323,Negative
95324,Negative
95325,Negative
95326,Negative
95327,Negative
95328,Negative
95329,Neutral
95330,Negative
95331,Negative
95332,Positive
95333,Negative
95334,Negative
95335,Neutral
95336,Positive
95337,Neutral
95338,Neutral
95339,Positive
95340,Neutral
95341,Neutral
95342,Positive
95343,Negative
95344,Positive
95345,Negative
95346,Neutral
95347,Negative
95348,Neutral
95349,Negative
95350,Neutral
95351,Negative
95352,Neutral
95353,Negative
95354,Neutral
95355,Positive
95356,Negative
95357,Negative
95358,Neutral
95359,Positive
95360,Neutral
95361,Neutral
95362,Positive
95363,Positive
95364,Negative
95365,Positive
95366,Negative
95367,Neutral
95368,Neutral
95369,Neutral
95370,Negative
95371,Positive
95372,Negative
95373,Neutral
95374,Positive
95375,Negative
95376,Negative
95377,Negative
95378,Neutral
95379,Positive
95380,Negative
95381,Neutral
95382,Negative
95383,Neutral
95384,Positive
95385,Negative
95386,Neutral
95387,Positive
95388,Negative
95389,Positive
95390,Neutral
95391,Neutral
95392,Neutral
95393,Neutral
95394,Positive
95395,Positive
95396,Neutral
95397,Neutral
95398,Positive
95399,Negative
95400,Neutral
95401,Negative
95402,Neutral
95403,Positive
95404,Positive
95405,Neutral
95406,Neutral
95407,Negative
95408,Negative
95409,Negative
95410,Neutral
95411,Positive
95412,Neutral
95413,Positive
95414,Neutral
95415,Negative
95416,Neutral
95417,Positive
95418,Positive
95419,Negative
95420,Neutral
95421,Negative
95422,Negative
95423,Neutral
95424,Neutral
95425,Positive
95426,Neutral
95427,Neutral
95428,Neutral
95429,Positive
95430,Neutral
95431,Positive
95432,Neutral
95433,Positive
95434,Positive
95435,Positive
95436,Neutral
95437,Negative
95438,Negative
95439,Neutral
95440,Positive
95441,Positive
95442,Negative
95443,Negative
95444,Negative
95445,Positive
95446,Negative
95447,Negative
95448,Negative
95449,Negative
95450,Positive
95451,Neutral
95452,Neutral
95453,Neutral
95454,Neutral
95455,Negative
95456,Negative
95457,Neutral
95458,Positive
95459,Neutral
95460,Negative
95461,Negative
95462,Neutral
95463,Negative
95464,Neutral
95465,Positive
95466,Negative
95467,Neutral
95468,Neutral
95469,Negative
95470,Neutral
95471,Positive
95472,Neutral
95473,Neutral
95474,Negative
95475,Positive
95476,Negative
95477,Neutral
95478,Negative
95479,Negative
95480,Negative
95481,Positive
95482,Neutral
95483,Neutral
95484,Neutral
95485,Negative
95486,Negative
95487,Neutral
95488,Positive
95489,Negative
95490,Neutral
95491,Positive
95492,Neutral
95493,Negative
95494,Neutral
95495,Negative
95496,Neutral
95497,Negative
95498,Negative
95499,Negative
95500,Neutral
95501,Positive
95502,Negative
95503,Positive
95504,Neutral
95505,Negative
95506,Positive
95507,Neutral
95508,Negative
95509,Positive
95510,Negative
95511,Neutral
95512,Negative
95513,Negative
95514,Negative
95515,Negative
95516,Positive
95517,Negative
95518,Positive
95519,Negative
95520,Positive
95521,Positive
95522,Positive
95523,Neutral
95524,Positive
95525,Positive
95526,Negative
95527,Negative
95528,Positive
95529,Negative
95530,Positive
95531,Positive
95532,Neutral
95533,Neutral
95534,Negative
95535,Neutral
95536,Negative
95537,Positive
95538,Negative
95539,Negative
95540,Positive
95541,Neutral
95542,Positive
95543,Negative
95544,Negative
95545,Positive
95546,Neutral
95547,Positive
95548,Neutral
95549,Negative
95550,Negative
95551,Neutral
95552,Negative
95553,Neutral
95554,Positive
95555,Neutral
95556,Negative
95557,Positive
95558,Neutral
95559,Positive
95560,Neutral
95561,Negative
95562,Positive
95563,Negative
95564,Negative
95565,Positive
95566,Positive
95567,Neutral
95568,Negative
95569,Positive
95570,Negative
95571,Negative
95572,Neutral
95573,Positive
95574,Neutral
95575,Negative
95576,Positive
95577,Neutral
95578,Positive
95579,Positive
95580,Neutral
95581,Neutral
95582,Positive
95583,Neutral
95584,Negative
95585,Neutral
95586,Negative
95587,Neutral
95588,Positive
95589,Positive
95590,Neutral
95591,Negative
95592,Negative
95593,Negative
95594,Neutral
95595,Positive
95596,Neutral
95597,Positive
95598,Negative
95599,Positive
95600,Negative
95601,Negative
95602,Negative
95603,Negative
95604,Negative
95605,Neutral
95606,Positive
95607,Negative
95608,Positive
95609,Neutral
95610,Neutral
95611,Positive
95612,Neutral
95613,Neutral
95614,Neutral
95615,Negative
95616,Negative
95617,Neutral
95618,Neutral
95619,Negative
95620,Positive
95621,Negative
95622,Positive
95623,Neutral
95624,Positive
95625,Negative
95626,Neutral
95627,Neutral
95628,Positive
95629,Positive
95630,Neutral
95631,Neutral
95632,Positive
95633,Neutral
95634,Neutral
95635,Negative
95636,Neutral
95637,Negative
95638,Positive
95639,Neutral
95640,Negative
95641,Neutral
95642,Negative
95643,Neutral
95644,Neutral
95645,Positive
95646,Positive
95647,Neutral
95648,Negative
95649,Negative
95650,Positive
95651,Neutral
95652,Positive
95653,Neutral
95654,Negative
95655,Positive
95656,Positive
95657,Neutral
95658,Negative
95659,Positive
95660,Negative
95661,Neutral
95662,Neutral
95663,Neutral
95664,Positive
95665,Positive
95666,Negative
95667,Neutral
95668,Positive
95669,Negative
95670,Negative
95671,Positive
95672,Negative
95673,Negative
95674,Negative
95675,Positive
95676,Positive
95677,Neutral
95678,Neutral
95679,Neutral
95680,Positive
95681,Positive
95682,Negative
95683,Positive
95684,Positive
95685,Neutral
95686,Positive
95687,Positive
95688,Neutral
95689,Negative
95690,Neutral
95691,Positive
95692,Negative
95693,Neutral
95694,Positive
95695,Neutral
95696,Neutral
95697,Neutral
95698,Neutral
95699,Neutral
95700,Negative
95701,Neutral
95702,Neutral
95703,Neutral
95704,Positive
95705,Positive
95706,Negative
95707,Neutral
95708,Positive
95709,Positive
95710,Positive
95711,Negative
95712,Positive
95713,Positive
95714,Neutral
95715,Neutral
95716,Negative
95717,Neutral
95718,Neutral
95719,Neutral
95720,Neutral
95721,Positive
95722,Positive
95723,Positive
95724,Neutral
95725,Positive
95726,Positive
95727,Positive
95728,Neutral
95729,Negative
95730,Positive
95731,Neutral
95732,Positive
95733,Positive
95734,Positive
95735,Negative
95736,Positive
95737,Positive
95738,Positive
95739,Positive
95740,Positive
95741,Neutral
95742,Positive
95743,Negative
95744,Neutral
95745,Positive
95746,Neutral
95747,Positive
95748,Negative
95749,Neutral
95750,Neutral
95751,Positive
95752,Neutral
95753,Neutral
95754,Positive
95755,Negative
95756,Positive
95757,Neutral
95758,Positive
95759,Positive
95760,Negative
95761,Neutral
95762,Neutral
95763,Positive
95764,Positive
95765,Negative
95766,Neutral
95767,Neutral
95768,Positive
95769,Neutral
95770,Negative
95771,Positive
95772,Negative
95773,Negative
95774,Positive
95775,Negative
95776,Neutral
95777,Positive
95778,Negative
95779,Neutral
95780,Negative
95781,Negative
95782,Neutral
95783,Positive
95784,Neutral
95785,Neutral
95786,Positive
95787,Negative
95788,Positive
95789,Neutral
95790,Negative
95791,Neutral
95792,Neutral
95793,Neutral
95794,Positive
95795,Neutral
95796,Neutral
95797,Positive
95798,Neutral
95799,Neutral
95800,Neutral
95801,Positive
95802,Negative
95803,Negative
95804,Neutral
95805,Positive
95806,Neutral
95807,Positive
95808,Neutral
95809,Neutral
95810,Positive
95811,Positive
95812,Negative
95813,Positive
95814,Positive
95815,Neutral
95816,Positive
95817,Neutral
95818,Neutral
95819,Negative
95820,Positive
95821,Negative
95822,Negative
95823,Neutral
95824,Neutral
95825,Positive
95826,Neutral
95827,Positive
95828,Positive
95829,Positive
95830,Positive
95831,Positive
95832,Neutral
95833,Neutral
95834,Negative
95835,Negative
95836,Neutral
95837,Positive
95838,Positive
95839,Neutral
95840,Neutral
95841,Positive
95842,Negative
95843,Neutral
95844,Positive
95845,Positive
95846,Neutral
95847,Neutral
95848,Positive
95849,Positive
95850,Positive
95851,Positive
95852,Negative
95853,Neutral
95854,Neutral
95855,Positive
95856,Positive
95857,Negative
95858,Negative
95859,Positive
95860,Negative
95861,Negative
95862,Negative
95863,Neutral
95864,Positive
95865,Neutral
95866,Negative
95867,Neutral
95868,Positive
95869,Positive
95870,Negative
95871,Neutral
95872,Negative
95873,Positive
95874,Negative
95875,Negative
95876,Positive
95877,Positive
95878,Positive
95879,Negative
95880,Negative
95881,Neutral
95882,Neutral
95883,Positive
95884,Positive
95885,Negative
95886,Negative
95887,Neutral
95888,Negative
95889,Neutral
95890,Positive
95891,Positive
95892,Negative
95893,Positive
95894,Positive
95895,Negative
95896,Negative
95897,Negative
95898,Positive
95899,Neutral
95900,Neutral
95901,Neutral
95902,Neutral
95903,Neutral
95904,Neutral
95905,Neutral
95906,Negative
95907,Negative
95908,Negative
95909,Negative
95910,Positive
95911,Negative
95912,Neutral
95913,Negative
95914,Neutral
95915,Neutral
95916,Negative
95917,Neutral
95918,Negative
95919,Positive
95920,Neutral
95921,Negative
95922,Negative
95923,Positive
95924,Positive
95925,Positive
95926,Positive
95927,Negative
95928,Negative
95929,Positive
95930,Negative
95931,Negative
95932,Neutral
95933,Neutral
95934,Positive
95935,Positive
95936,Positive
95937,Negative
95938,Negative
95939,Negative
95940,Positive
95941,Negative
95942,Negative
95943,Negative
95944,Positive
95945,Neutral
95946,Negative
95947,Neutral
95948,Neutral
95949,Negative
95950,Negative
95951,Neutral
95952,Neutral
95953,Positive
95954,Neutral
95955,Positive
95956,Neutral
95957,Negative
95958,Negative
95959,Positive
95960,Neutral
95961,Negative
95962,Positive
95963,Positive
95964,Neutral
95965,Negative
95966,Negative
95967,Positive
95968,Neutral
95969,Neutral
95970,Negative
95971,Negative
95972,Neutral
95973,Negative
95974,Negative
95975,Neutral
95976,Neutral
95977,Neutral
95978,Positive
95979,Positive
95980,Positive
95981,Neutral
95982,Negative
95983,Neutral
95984,Positive
95985,Negative
95986,Neutral
95987,Neutral
95988,Neutral
95989,Positive
95990,Neutral
95991,Neutral
95992,Positive
95993,Neutral
95994,Neutral
95995,Negative
95996,Positive
95997,Negative
95998,Neutral
95999,Positive
96000,Neutral
96001,Positive
96002,Negative
96003,Negative
96004,Positive
96005,Neutral
96006,Negative
96007,Positive
96008,Neutral
96009,Negative
96010,Positive
96011,Positive
96012,Negative
96013,Neutral
96014,Positive
96015,Positive
96016,Positive
96017,Neutral
96018,Negative
96019,Positive
